Morion ID,ATC Code (1),ATC Code (2),ATC Code (3),ATC Code (4),ATC Code (5),Brand,INN,NFC (1),Description,2019 01,2019 02,2019 03,2019 04,2019 05,2019 06,2019 07,2019 08,2019 09,2019 10,2019 11,2019 12,2020 01,2020 02,2020 03,2020 04,2020 05,2020 06,2020 07,2020 08,2020 09,2020 10,2020 11,2020 12,2021 01,2021 02,2021 03,2021 04,2021 05,2021 06,2021 07,2021 08,2021 09,2021 10,2021 11,2021 12,2022 01,2022 02,2022 03,2022 04,2022 05,2022 06,2022 07,2022 08,2022 09,2022 10,2022 11,2022 12,2023 01,2023 02,2023 03,2023 04,2023 05,2023 06,2023 07,2023 08,2023 09,2023 10,2023 11,2023 12
190958,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A E Propionic acid derivatives,M01A E01 Ibuprofen,3654,IBUPROFENUM,Oral Liquid Ordinary," oral suspens. 100 mg/5 ml flask 200 ml, with orange taste, #1",0.96,0,0,0,0,0,0,0,0,6.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51878,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,42778,SILDENAFILUM,Oral Solid Ordinary," tabs coated w/film 50 mg blister, #4",0.98,2.58,1.96,10.34,18.44,5.18,12.7,41.03,39.96,9.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142227,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,9998,ROSUVASTATINUM,Oral Solid Ordinary," tabs coated w/film 20 mg blister, #60",1.03,0.81,2.68,0.65,1.43,0.63,0.85,0.54,2.06,1.32,8.46,16.85,8.9,5.25,3.14,3.87,5.03,1.27,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171158,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,41144,SILDENAFILUM,Oral Solid Ordinary," tablets coated 50 mg blister, #4",1.14,156.63,127.43,70.65,102.66,132.26,73.67,56.29,96.7,99.5,171.94,178.76,101.81,30.7,35.87,25.78,23.72,55.27,48.64,56.54,54.67,18.84,19.9,40.14,6.27,25.25,8.84,0.74,1.18,5.01,3.94,19.56,9.54,25.23,21.05,47.74,53.87,23.23,0.54,2.14,0.47,3.56,11.07,7.65,3.38,0.83,3.29,13.27,12.26,0,0,0,0,0,0,0,0,0,0,0
118324,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,49343,SILDENAFILUM,Oral Solid Ordinary," tabs coated w/film 100 mg blister, #4",1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126274,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,9045,SILDENAFILUM,Oral Solid Ordinary," tablets coated 25 mg, #1",1.3,11.3,1.45,1.61,1.67,1.12,5.81,16.27,1.32,3.81,3.65,4.69,11.83,5.05,5.78,5.87,2.84,3.87,5.25,1.21,1.21,3.65,1.18,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303612,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,10638,ROSUVASTATINUM,Oral Solid Ordinary," tabs coated w/film 10 mg blister, #28",1.34,1.21,0,0.23,5.49,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230182,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J02 ANTIMYCOTICS FOR SYSTEMIC USE,J02A ANTIMYCOTICS FOR SYSTEMIC USE,J02A C Triazole and tetrazole derivatives,J02A C01 Fluconazole,4728,FLUCONAZOLUM,Oral Solid Ordinary," caps. 100 mg blister, in cardboard packing, #10",1.34,6.05,9.83,12.68,8.74,14.09,7.21,8.96,7.94,12.16,16.09,13.67,20.25,32.62,19.18,13.14,12.1,11.78,13.98,15.14,17.25,22.64,18.06,35.65,26.29,23.65,10.03,10.96,4.27,1.81,1.61,0.83,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33457,N NERVOUS SYSTEM,N02 ANALGESICS,N02B OTHER ANALGESICS AND ANTIPYRETICS,N02B E Anilides,N02B E01 Paracetamol,24698,PARACETAMOLUM,Oral Liquid Ordinary," syrup 120 mg/5 ml flask 100 ml, #1",1.36,1.36,0,0,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485160,N NERVOUS SYSTEM,N06 PSYCHOANALEPTICS,"N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B X Other psychostimulants and nootropics,N06B X06 Citicoline,23481,CITICOLINUM,Parenteral Ordinary," sol.  for inj. 1000 mg/4 ml amp. 4 ml, blister in the box, #5",1.36,2.12,13.07,4.98,2.2,8.42,10.47,0,3.12,1.03,0,2.56,0.43,4.61,6.94,1.12,0,4.1,1.07,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82431,R RESPIRATORY SYSTEM,R05 COUGH AND COLD PREPARATIONS,"R05C EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPRESSANTS",R05C B Mucolytics,R05C B06 Ambroxol,13454,AMBROXOLUM,Oral Solid Ordinary," pastilles 15 mg blister, #20",1.41,0,0,0,1.63,0,0,0,6.32,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61784,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A C Oxicams,M01A C06 Meloxicam,45359,MELOXICAMUM,Oral Solid Ordinary," tabs 15 mg, #20",1.45,0,0,0,2.72,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29984,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J02 ANTIMYCOTICS FOR SYSTEMIC USE,J02A ANTIMYCOTICS FOR SYSTEMIC USE,J02A C Triazole and tetrazole derivatives,J02A C01 Fluconazole,44063,FLUCONAZOLUM,Parenteral Ordinary," sol. f/infus. 200 mg flask 100 ml, #1",1.52,1.25,1.58,0,0,0,1.78,1.58,2.64,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485159,N NERVOUS SYSTEM,N06 PSYCHOANALEPTICS,"N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B X Other psychostimulants and nootropics,N06B X06 Citicoline,23481,CITICOLINUM,Parenteral Ordinary," sol.  for inj. 500 mg/4 ml amp. 4 ml, blister in the box, #10",1.61,2.88,4.05,3.43,3.36,1.72,3.67,2.02,3.54,2.48,0.49,2.78,0,4.12,1.74,0.56,0.69,2.64,2.92,4.94,12.14,6.56,3.16,7.78,3.47,9.54,14.74,5.58,5.03,4.96,3.09,1.12,0.41,2.92,1.01,1.21,1.74,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173087,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,13128,SILDENAFILUM,Oral Solid Ordinary," tabs, 100 mg #1 + 100 mg #1 action",1.72,0,0,0,4.3,4.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145005,R RESPIRATORY SYSTEM,R05 COUGH AND COLD PREPARATIONS,"R05C EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPRESSANTS",R05C B Mucolytics,R05C B01 Acetylcysteine,16933,ACETYLCYSTEINUM,Oral Liquid Ordinary," gran.f/prep. sol. f/use per os 200 mg pack 1 g, #20",1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71341,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J02 ANTIMYCOTICS FOR SYSTEMIC USE,J02A ANTIMYCOTICS FOR SYSTEMIC USE,J02A C Triazole and tetrazole derivatives,J02A C01 Fluconazole,14259,FLUCONAZOLUM,Parenteral Ordinary," sol. f/infus. 2 mg/ml flask 100 ml, #1",1.72,0,3.14,5.18,0,2.38,0,0,0,0,6.54,2.74,0,3.05,2.72,5.58,0,1.94,3.98,0,7.18,0,1.96,4.18,2.08,6.3,0,0,1.25,1.47,1.47,6.34,11.09,2.8,15.16,4.61,1.36,0,0,0,0,0,3.34,0,0,2.82,0,0,0.76,0,0,1.87,4.43,0,1.34,4.27,0,0,0,0
299054,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,44917,SILDENAFILUM,Oral Solid Ordinary," tabs coated w/film 100 mg blister, #1",1.74,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327233,B BLOOD AND BLOOD FORMING ORGANS,B01 ANTITHROMBOTIC AGENTS,B01A ANTITHROMBOTIC AGENTS,B01A C Platelet aggregation inhibitors excl. heparin,B01A C06 Acetylsalicylic acid,5866,ACIDUM ACETYLSALICYLICUM*,Oral Solid Ordinary," tabs coated w/film 150 mg blister in pack, #50",1.85,0,10.21,0,0.27,1.07,0.76,0,0,0,1.23,0,0,0,0,0,0,0,0,9.52,0,0,0,1.45,0.83,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303615,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,10638,ROSUVASTATINUM,Oral Solid Ordinary," tabs coated w/film 20 mg blister, #28",2.24,1.34,1.18,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484871,N NERVOUS SYSTEM,N02 ANALGESICS,N02B OTHER ANALGESICS AND ANTIPYRETICS,N02B F Gabapentinoids,N02B F02 Pregabalin,49971,PREGABALINUM,Oral Solid Ordinary," caps. solid 150 mg blister, #20",2.42,13.05,8.44,7.07,17.89,25.85,41.12,22.2,38.12,82.46,65.52,164.23,101.36,58.84,66.52,16.14,11.76,69.96,159.85,198.96,287.43,328.42,161.83,90.74,13.23,0.76,73.45,105.54,237.45,335.56,358.18,410.18,404.61,392.38,443.63,464.43,248.3,257.1,110.47,164.45,85.74,71.03,76.85,124.89,134.63,250.16,272.48,305.03,251.34,273.85,271.67,324.94,387.96,532.44,618.76,734.34,694.47,729.68,739.5,706.12
485161,N NERVOUS SYSTEM,N06 PSYCHOANALEPTICS,"N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B X Other psychostimulants and nootropics,N06B X06 Citicoline,23481,CITICOLINUM,Parenteral Ordinary," sol.  for inj. 1000 mg/4 ml amp. 4 ml, blister in the box, #10",2.54,4.83,2.06,2.24,0.54,2.54,0.38,0.27,0.74,7.07,3.81,2.38,0.14,1.54,28.22,18.92,5.69,2.94,1.14,6.5,2.5,1.32,2.36,2.54,2.26,3.25,3.85,1.05,9.94,16.18,9.52,8.54,9.12,12.82,7.61,6.72,8.32,7.94,5.96,5.74,0.74,0.14,0,1.98,0,0,3.32,0,0,0,0,0,0.65,6.38,0.21,0.18,1.64,2.42,0.5,2
182808,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,42400,SILDENAFILUM,Oral Solid Ordinary," chewable tabs 100 mg, #4",2.64,0,0,2.54,1.36,0,2.74,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167736,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,33901,ROSUVASTATINUM,Oral Solid Ordinary," tabs coated w/film 5 mg blister, #28",2.86,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44967,C CARDIOVASCULAR SYSTEM,C08 CALCIUM CHANNEL BLOCKERS,C08C SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08C A Dihydropyridine derivatives,C08C A01 Amlodipine,41639,AMLODIPINUM,Oral Solid Ordinary," tabs 10 mg blister, #30",3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402633,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01M QUINOLONE ANTIBACTERIALS,J01M A Fluoroquinolones,J01M A12 Levofloxacin,17413,LEVOFLOXACINUM,Parenteral Ordinary," sol. f/infus. 5 mg/ml cont. 100 ml, #1",3.23,5.56,8.42,0,7.21,7.34,0,7.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28581,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J02 ANTIMYCOTICS FOR SYSTEMIC USE,J02A ANTIMYCOTICS FOR SYSTEMIC USE,J02A C Triazole and tetrazole derivatives,J02A C01 Fluconazole,14259,FLUCONAZOLUM,Oral Solid Ordinary," caps. 100 mg, #28",3.27,11.76,6.34,7.78,0.69,5.03,22.18,6.34,8.24,7.45,3.43,76.36,13.45,6.18,7.16,2.78,0.38,3.74,18.08,4.81,6.69,11.49,12.68,7.58,10.54,7.14,11.47,5.63,3.45,4.23,18.16,10.38,6.29,16.07,8.2,4.58,10.76,8.06,6.65,1.92,0.96,2.7,0.63,3.54,1.34,10.63,2.44,2.16,4.03,9.96,13.61,0.98,10.69,11.54,2.84,5.83,2.64,3.34,5.04,2.86
92638,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A C Oxicams,M01A C06 Meloxicam,38577,MELOXICAMUM,Oral Solid Ordinary," tabs 15 mg blister, #10",3.43,2.46,14.63,8.62,7.83,0.8,18.74,7.54,2.44,4.36,3.67,6.43,1.45,1.76,0.98,6.43,3.21,8.92,2.52,7.81,9.01,0.5,3.34,7.12,9.49,2.12,15.7,4.01,5.29,0.94,0.72,1.25,1.69,0.89,18.94,33.45,52.46,75.74,24.96,8.44,5.29,9.87,4.05,10.94,20.9,39.18,22.24,7.41,16.16,20.54,18.32,27.45,37.27,31.94,34.23,27.03,25.5,21.46,37.18,12.28
174592,N NERVOUS SYSTEM,N02 ANALGESICS,N02B OTHER ANALGESICS AND ANTIPYRETICS,N02B F Gabapentinoids,N02B F02 Pregabalin,4705,PREGABALINUM,Oral Solid Ordinary," caps. 75 mg blister, #56",3.43,6.65,3.45,1.63,2.84,6.05,3.87,6.54,4.12,0.74,6.1,4.01,0,0,0,0,0,14.67,7.98,5.56,2.02,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44968,C CARDIOVASCULAR SYSTEM,C08 CALCIUM CHANNEL BLOCKERS,C08C SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08C A Dihydropyridine derivatives,C08C A01 Amlodipine,41639,AMLODIPINUM,Oral Solid Ordinary," tabs 5 mg blister, #30",3.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250607,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01M QUINOLONE ANTIBACTERIALS,J01M A Fluoroquinolones,J01M A12 Levofloxacin,19995,LEVOFLOXACINUM,Parenteral Ordinary," sol. f/infus. 5 mg/ml pack 100 ml, #1",3.69,3.94,2.18,13.34,0,0,0,3.61,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108286,B BLOOD AND BLOOD FORMING ORGANS,B01 ANTITHROMBOTIC AGENTS,B01A ANTITHROMBOTIC AGENTS,B01A C Platelet aggregation inhibitors excl. heparin,B01A C06 Acetylsalicylic acid,15624,ACIDUM ACETYLSALICYLICUM*,Oral Solid Ordinary," tabs 100 mg, #50",3.7,13.78,1.83,0.23,1.09,0.81,0.76,0,1.47,0.9,0,0,0,0,0,0,2.44,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
